Timestamp,"['utm_x', 'utm_y', 'cur_speed', 'target_predicted_speed']"
3.584246873855591,"[330290.70111803623, 4166741.5645822496, 0.7698084177248259, 3.210569248442748]"
3.6820433139801025,"[330290.6728238623, 4166741.4763561278, 0.909035202838702, 3.216828938960368]"
3.782292127609253,"[330290.6445296878, 4166741.3881300073, 0.9863731545414242, 3.2239452497106695]"
3.88787579536438,"[330290.6155529666, 4166741.2666155305, 1.0975613878048007, 3.2117809632067735]"
3.973721742630005,"[330290.58657624235, 4166741.145101053, 1.183862323076463, 3.1896108790122497]"
4.086143255233765,"[330290.54900235083, 4166741.0348636364, 1.3038715427525827, 3.17465061668006]"
4.184163570404053,"[330290.5197981118, 4166740.9022530415, 1.3516338261526306, 3.1615158212745724]"
4.283411264419556,"[330290.4810866385, 4166740.736535032, 1.5061487310355508, 3.1345045000532754]"
4.382944345474243,"[330290.44260268175, 4166740.5819131434, 1.596427261105247, 3.1108345009280876]"
4.481290817260742,"[330290.3952940366, 4166740.427472196, 1.6924916543368833, 3.084018646641633]"
4.580004930496216,"[330290.3952940366, 4166740.427472196, 1.7714338824805176, 3.085426946521676]"
4.6813507080078125,"[330290.31718853797, 4166740.0627478245, 1.8223720805587424, 3.0853684147925255]"
4.782284736633301,"[330290.26896982733, 4166739.863922405, 1.9843953739111568, 3.0256554111376874]"
4.885464429855347,"[330290.2209786284, 4166739.6761931027, 1.9802691736226163, 3.029052402584725]"
4.987723112106323,"[330290.16370770975, 4166739.4664525064, 2.135116858628586, 2.9672862986016053]"
5.086939811706543,"[330290.11503396113, 4166739.2454348514, 2.2004399560087977, 2.9964785235512466]"
5.183785915374756,"[330290.0573080079, 4166739.0135020185, 2.35219216902021, 3.0181014060611666]"
5.2824859619140625,"[330290.0081792204, 4166738.7702921266, 2.437548973866987, 2.9314643055164007]"
5.383913040161133,"[330289.95045326184, 4166738.538359294, 2.4828902512998843, 2.838317874964761]"
5.484259128570557,"[330289.88344757876, 4166738.284415169, 2.6149074553413936, 2.775417673152876]"
5.582977533340454,"[330289.8250390656, 4166738.019193983, 2.6723959287500794, 2.7344096068112966]"
5.682055473327637,"[330289.7666305471, 4166737.7539727986, 2.6840396792894103, 2.6786266516911352]"
5.773369073867798,"[330289.70822202775, 4166737.488751614, 2.77863455675625, 2.610763986522022]"
5.893458604812622,"[330289.6493584702, 4166737.201338192, 2.8506592220046225, 2.54968758786982]"
5.984890460968018,"[330289.59954711667, 4166736.924839947, 2.8391310290298337, 2.494718829082838]"
6.093302011489868,"[330289.5495082417, 4166736.6372455833, 2.957614748407913, 2.4472356819932295]"
6.184956073760986,"[330289.5168912284, 4166736.338193217, 2.9944650607412338, 2.4078879740306993]"
6.2810328006744385,"[330289.5107482823, 4166736.0385980206, 2.9814026900101904, 2.3670991766276295]"
6.38246750831604,"[330289.5310794065, 4166735.738459999, 2.940637515913854, 2.331522358450699]"
6.483843088150024,"[330289.551410533, 4166735.438321974, 3.0002433234656154, 2.3096477730200604]"
6.582612037658691,"[330289.6072679425, 4166735.1485562995, 2.914834472144173, 2.2995732152502075]"
6.681612491607666,"[330289.68122977094, 4166734.8806209755, 2.7458932972713996, 2.2795742067091775]"
6.787085771560669,"[330289.76424381195, 4166734.6236008285, 2.644558375230163, 2.2528456202540954]"
6.891636610031128,"[330289.8653622733, 4166734.388411036, 2.5799089131207715, 2.227720654037091]"
7.007090330123901,"[330289.96693577233, 4166734.17541348, 2.343848544594979, 2.2084397994931537]"
7.0871100425720215,"[330290.0685092769, 4166733.962415927, 2.3211927968180497, 2.197585136642313]"
7.189569473266602,"[330290.1879596866, 4166733.760152609, 2.413905134838567, 2.1928235964589455]"
7.2853124141693115,"[330290.31668982515, 4166733.5799005865, 2.209094384583873, 2.173541236813051]"
7.387461185455322,"[330290.44541997166, 4166733.3996485695, 2.25831308724012, 2.2096320633097006]"
7.485467195510864,"[330290.591799507, 4166733.219034668, 2.2625748606399747, 2.1886688569787305]"
7.582456350326538,"[330290.72098469257, 4166733.060974891, 2.1518828964420904, 2.1698019712808576]"
7.687049865722656,"[330290.8678192713, 4166732.9025532324, 2.1050358666778104, 2.152821774152772]"
7.786036968231201,"[330291.0234785465, 4166732.7439506366, 2.1421794976145208, 2.137539596737495]"
7.895984172821045,"[330291.17054065084, 4166732.5966251018, 2.1262702086047294, 2.1237856370637456]"
7.997326374053955,"[330291.3264274515, 4166732.4491186305, 2.1168202568947607, 2.111407073357371]"
8.092534303665161,"[330291.4918214944, 4166732.3347195764, 2.0176045202169823, 2.1002663660216343]"
8.198890686035156,"[330291.66581272194, 4166732.2090434665, 2.1026007704745093, 2.090239729419471]"
8.28634786605835,"[330291.822154565, 4166732.083729241, 2.0264000098697195, 2.081215756477524]"
8.3853018283844,"[330291.9961458006, 4166731.9580531386, 2.0513334687466105, 2.073094180829772]"
8.485648393630981,"[330292.1615398622, 4166731.843654097, 2.052569609051055, 2.065784762746795]"
8.60332202911377,"[330292.344810829, 4166731.7399892993, 2.1074327984540813, 2.0592062864721155]"
8.692221879959106,"[330292.5280818002, 4166731.636324507, 2.141763759148053, 2.053285657824904]"
8.79128360748291,"[330292.7208600058, 4166731.5657671327, 2.0640545050942816, 2.047957092042414]"
8.902846813201904,"[330292.92269042047, 4166731.506124941, 2.0907343207590965, 2.0431613828381727]"
9.126640796661377,"[330293.327033791, 4166731.4201289313, 2.020796130241742, 2.0388452445543557]"
9.190435647964478,"[330293.53837143956, 4166731.393594173, 2.02475134275792, 2.0349607200989204]"
9.291428565979004,"[330293.74111190526, 4166731.3783364748, 2.102085868845514, 2.0314646480890284]"
9.381387710571289,"[330293.95335959655, 4166731.3961861995, 2.053555940314264, 2.028318183280126]"
9.493005514144897,"[330294.1567825899, 4166731.4142168667, 2.09551998320226, 2.0254863649521133]"
9.594334840774536,"[330294.3694852982, 4166731.4542588377, 2.118076957997513, 2.022937728456902]"
9.690837860107422,"[330294.57381832844, 4166731.5166739877, 2.096398817019319, 2.033119065051101]"
9.795425653457642,"[330294.76932666136, 4166731.5792700807, 2.081519877397283, 2.029807158545991]"
9.897365808486938,"[330294.95669282356, 4166731.675335469, 2.1252117541553357, 2.026826442691392]"
10.000339269638062,"[330295.1528836753, 4166731.771219925, 2.1363625628623995, 2.024143798422253]"
10.097618103027344,"[330295.32305545756, 4166731.889839431, 2.1148940871826185, 2.0217294185800276]"
10.189121007919312,"[330295.48463004717, 4166732.019735995, 2.1119405768155506, 2.019556476722025]"
10.283474922180176,"[330295.6462046339, 4166732.1496325596, 2.132253268258722, 2.017600829049823]"
10.389158010482788,"[330295.77316296333, 4166732.313541229, 2.0454798947924178, 2.015840746144841]"
10.490067958831787,"[330295.9084909656, 4166732.455076726, 2.0099922885424215, 2.0142566715303567]"
10.593510389328003,"[330296.0175723918, 4166732.6082511507, 1.947080378412766, 2.012831004377321]"
10.691961288452148,"[330296.1094594432, 4166732.783979685, 1.9330155198549237, 2.0310461684643624]"
10.791476488113403,"[330296.1836971055, 4166732.9600700913, 1.8567089163355681, 2.054757219709183]"
10.907185792922974,"[330296.25770725554, 4166733.1250643786, 1.8030135884124667, 2.0998513009596746]"
11.09217882156372,"[330296.3708837953, 4166733.477968936, 1.8003546872769267, 2.170337413402266]"
11.18849778175354,"[330296.40077047807, 4166733.6438679025, 1.7340599758947208, 2.247897541037751]"
11.295931339263916,"[330296.4220599774, 4166733.821043921, 1.7414663361661633, 2.318905353102589]"
11.391251802444458,"[330296.44334947394, 4166733.9982199413, 1.766499363147352, 2.4085032506967052]"
11.490279912948608,"[330296.4381648934, 4166734.175938768, 1.7170011648219696, 2.49658439459482]"
11.597044229507446,"[330296.432752811, 4166734.3425614764, 1.714057175242413, 2.5656567256827576]"
11.689986944198608,"[330296.4099188496, 4166734.5206421735, 1.7880830517624176, 2.5653052475652136]"
11.79197382926941,"[330296.37848770816, 4166734.709999925, 1.8355756590236207, 2.555329658768853]"
11.900798082351685,"[330296.3468290589, 4166734.8882615566, 1.833959650592128, 2.542284359578234]"
11.988548040390015,"[330296.30657323054, 4166735.077800243, 1.924073283427635, 2.4993817180138427]"
12.092086791992188,"[330296.2574927141, 4166735.2675198666, 2.0132014305578068, 2.457220689107748]"
12.188369750976562,"[330296.19981501554, 4166735.468516544, 2.0359513746649256, 2.4145659783575466]"
12.289273977279663,"[330296.13331263256, 4166735.6696941573, 2.1250599991529655, 2.373149460502056]"
12.38576626777649,"[330296.06681025086, 4166735.87087177, 2.1694388675415586, 2.3358345144518506]"
12.489171981811523,"[330295.99193819915, 4166736.0944225574, 2.2395253961498183, 2.3022510630066657]"
12.594470739364624,"[330295.92566333304, 4166736.30669629, 2.3209670398349047, 2.2720259567059995]"
12.68612027168274,"[330295.8507912898, 4166736.5302470797, 2.368570243839097, 2.2448233610353996]"
12.792132377624512,"[330295.7761467615, 4166736.764893988, 2.3673381676473686, 2.226017651326796]"
12.90134334564209,"[330295.7100994157, 4166736.988263841, 2.427364208354404, 2.203415886194117]"
12.982709646224976,"[330295.65287676203, 4166737.2114527603, 2.314655265908943, 2.1830742975747053]"
13.096662998199463,"[330295.6225831947, 4166737.4562911056, 2.3670422471937425, 2.1647668678172347]"
13.189802885055542,"[330295.5832374337, 4166737.690214272, 2.4032014064576446, 2.14980706282875]"
13.287874698638916,"[330295.57919042476, 4166737.923413691, 2.3015866266556206, 2.1487888628615575]"
13.39456558227539,"[330295.5927927909, 4166738.156251238, 2.362572326935199, 2.1613207716943372]"
13.489881992340088,"[330295.6152198437, 4166738.3889078493, 2.2999773911932264, 2.1909568514680338]"
13.589961051940918,"[330295.67226311914, 4166738.58755236, 2.1621345934053227, 2.2692786197956174]"
13.683511972427368,"[330295.7383585848, 4166738.797112053, 2.1564197179584497, 2.304087439239128]"
13.783111333847046,"[330295.8130512277, 4166738.9953946928, 2.0555373993192148, 2.3821277737060544]"
13.885507345199585,"[330295.90493822074, 4166739.171123223, 2.110140279697063, 2.4706231344137146]"
13.993084192276001,"[330296.01470209204, 4166739.357586, 2.0707015719316004, 2.5406854286872425]"
14.089077234268188,"[330296.124010943, 4166739.521856544, 2.0556986646879936, 2.55534707081222]"
14.184587240219116,"[330296.25096916285, 4166739.6857652166, 2.0015486504204687, 2.5829975665269305]"
14.299532890319824,"[330296.3779273756, 4166739.8496738905, 2.0406540618144957, 2.5696773243571522]"
14.385614156723022,"[330296.5220799389, 4166739.9910284607, 2.035725177915723, 2.5127095919214373]"
14.486778974533081,"[330296.65763532184, 4166740.143660084, 2.0212199286569486, 2.4614386327292936]"
14.587162017822266,"[330296.8196647521, 4166740.2957489057, 2.1518682580492703, 2.4152947694563647]"
14.683565139770508,"[330296.97264198714, 4166740.4369225474, 2.124491939264539, 2.3737652925107287]"
14.775846004486084,"[330297.13421639265, 4166740.5668191393, 2.1135290393084265, 2.336388763259656]"
14.896656274795532,"[330297.30529799894, 4166740.7298231525, 2.2789517327051927, 2.3027498869336904]"
14.984063863754272,"[330297.48474926804, 4166740.870453998, 2.2651033089022676, 2.2724748982403216]"
15.089875221252441,"[330297.65560335526, 4166741.022361901, 2.266384786394402, 2.2452274084162895]"
15.183454275131226,"[330297.83550962585, 4166741.1851849915, 2.3815343793445436, 2.220704667574661]"
15.282849550247192,"[330298.01518838154, 4166741.3369119666, 2.423721312362459, 2.198634200817195]"
15.411207437515259,"[330298.18649746006, 4166741.511012116, 2.410863953025969, 2.1787707807354755]"
15.48768949508667,"[330298.3492093532, 4166741.6963893203, 2.4830291983784645, 2.160893702661928]"
15.590031147003174,"[330298.51214874187, 4166741.8928626464, 2.4830144985480858, 2.144804332395735]"
15.681150913238525,"[330298.6576662621, 4166742.1007939605, 2.5282203226775946, 2.1303238991561617]"
15.786638021469116,"[330298.776937232, 4166742.3203641935, 2.4700771243019926, 2.1172915092405455]"
15.897225856781006,"[330298.86113697104, 4166742.5517542795, 2.4690338191284464, 2.105562358316491]"
15.984148025512695,"[330298.9365120238, 4166742.7833252987, 2.458633156857688, 2.095006122484842]"
16.08432173728943,"[330298.99378270045, 4166742.9930659486, 2.4066512003196476, 2.085505510236358]"
16.187273263931274,"[330299.02480683173, 4166743.2144455146, 2.3279347069881493, 2.0769549592127223]"
16.28517746925354,"[330299.0384091012, 4166743.4472830654, 2.2405044074939915, 2.0692594632914503]"
16.385453701019287,"[330299.02530982706, 4166743.6695672954, 2.1074387298329698, 2.062333516962305]"
16.48694109916687,"[330299.01198304753, 4166743.88075541, 2.218439541659858, 2.056100165266075]"
16.58949613571167,"[330298.97195472044, 4166744.0813902034, 2.0916436120907407, 2.0504901487394673]"
16.685635566711426,"[330298.9145045414, 4166744.2934829826, 2.1330166431605733, 2.0454411338655207]"
16.81189727783203,"[330298.8477746717, 4166744.483564458, 2.0732768749011794, 2.040897020478969]"
16.94473123550415,"[330298.7457460874, 4166744.6743696695, 2.0835913706866807, 2.036807318431072]"
17.094048500061035,"[330298.7457460874, 4166744.6743696695, 2.0420570511129212, 2.033126586587965]"
17.188183069229126,"[330298.4211009863, 4166745.202762699, 2.0684499027049217, 2.0298139279291685]"
17.286508321762085,"[330298.29191586503, 4166745.3608223624, 1.9116173780335854, 2.026832535136252]"
17.385530710220337,"[330298.1801526039, 4166745.50742404, 1.948723941455023, 2.024149281622627]"
17.476929903030396,"[330298.03286312486, 4166745.643653337, 1.9363558557248717, 2.0217343534603645]"
17.589409589767456,"[330297.88534614234, 4166745.7687865193, 1.899422280589548, 2.019560918114328]"
17.687069177627563,"[330297.72877698153, 4166745.883004521, 1.9151221893132564, 2.0176048263028954]"
17.7839093208313,"[330297.5719803163, 4166745.986126406, 1.995629224079463, 2.015844343672606]"
17.89425253868103,"[330297.4154111638, 4166746.100344414, 1.81394735315003, 2.0142599093053453]"
17.98685574531555,"[330297.24051013566, 4166746.181635937, 1.9237738952382113, 2.0129106669061914]"
18.087568044662476,"[330297.0834859748, 4166746.2736617154, 1.8842529023461791, 2.0116196002155724]"
18.184337854385376,"[330296.9092674777, 4166746.3882416035, 1.9631225127332224, 2.0104576401940153]"
18.281596183776855,"[330296.7436461536, 4166746.4915444385, 1.889155631492546, 2.009411876174614]"
18.375950574874878,"[330296.55969295383, 4166746.5619207965, 1.9123506477631136, 2.0084706885571526]"
18.483534336090088,"[330296.38479194546, 4166746.643212341, 1.9605879220274718, 2.0092883653853533]"
18.583958387374878,"[330296.20083875174, 4166746.7135887053, 1.9145432875753945, 2.0164904253881417]"
18.68427062034607,"[330296.01665805245, 4166746.7728689574, 1.8895409495430366, 2.0148413828493275]"
18.78332281112671,"[330295.8234251688, 4166746.8212340306, 1.9854873457164113, 2.013357244564395]"
18.89063596725464,"[330295.63878945605, 4166746.858322054, 1.9217309905395188, 2.0120215201079557]"
18.99709177017212,"[330295.43650439125, 4166746.895771954, 1.940561774332371, 2.01081936809716]"
19.08656144142151,"[330295.2516411717, 4166746.9217638676, 1.9312330258153727, 2.0097374312874443]"
19.19117021560669,"[330295.0577257654, 4166746.9368406045, 1.8834038334887182, 2.0087636881587]"
19.283795833587646,"[330294.8633553394, 4166746.9297251077, 1.9760366899427755, 2.00788731934283]"
19.39561414718628,"[330294.6778095905, 4166746.9224286773, 1.9037292349491302, 2.007098587408547]"
19.495899438858032,"[330294.4832116548, 4166746.9042170737, 1.9062929995150275, 2.0063887286676927]"
19.58862590789795,"[330294.296755861, 4166746.8525361796, 1.939654608429037, 2.0057498558009237]"
19.697373628616333,"[330294.1017028978, 4166746.812132346, 1.9219406858693637, 2.0051748702208316]"
19.79856562614441,"[330293.92384426575, 4166746.7491744026, 1.9115339390133779, 2.0046573831987486]"
19.90074610710144,"[330293.72833627457, 4166746.686578341, 1.9855983984683307, 2.004191644878874]"
19.990652084350586,"[330293.550250127, 4166746.6125242882, 1.8193141564886477, 2.0037724803909867]"
20.089786052703857,"[330293.37193646154, 4166746.52737412, 1.9632210777189614, 2.044695928844834]"
20.18310236930847,"[330293.2110446391, 4166746.430765959, 1.8816771774138092, 2.0431457837697327]"
20.28908610343933,"[330293.0499252981, 4166746.3230616823, 1.884806886659745, 2.0542653167367666]"
20.387630701065063,"[330292.89785814413, 4166746.2262725863, 1.7384159456240615, 2.0718057672116386]"
20.501037120819092,"[330292.7627578076, 4166746.095833259, 1.7987467859596027, 2.097827164387492]"
20.5846951007843,"[330292.62788497994, 4166745.976490055, 1.8519127949231302, 2.133605119352292]"
20.693432807922363,"[330292.50160931423, 4166745.845869792, 1.8755033990904948, 2.171414428737814]"
20.78637433052063,"[330292.37510613113, 4166745.704153412, 1.8960321727228155, 2.2147538026682065]"
20.893375635147095,"[330292.2569725961, 4166745.5400638585, 1.9015617265816012, 2.2695635825202296]"
20.987407684326172,"[330292.1567159293, 4166745.386708543, 1.9046490490376435, 2.325344965838186]"
21.08693766593933,"[330292.0738811046, 4166745.221895228, 1.9037946317814851, 2.3825982728594775]"
21.184648990631104,"[330291.98222159693, 4166745.0572628574, 1.8482415967616355, 2.34433844557353]"
21.284324645996094,"[330291.8726852117, 4166744.8818962495, 2.0014906944575084, 2.3978942437471025]"
21.388765335083008,"[330291.80704470933, 4166744.69452882, 2.0253110872159863, 2.4708435765882966]"
21.491777896881104,"[330291.7239823574, 4166744.5186193916, 1.9654180216941128, 2.5389809764378892]"
21.596070766448975,"[330291.6316402953, 4166744.320698667, 2.0646377406218264, 2.596359273267318]"
21.690494298934937,"[330291.5657722696, 4166744.122235123, 2.0526996857796806, 2.651773414563685]"
21.79598593711853,"[330291.49990424106, 4166743.9237715765, 2.1460300557075147, 2.6157352791581205]"
21.903035640716553,"[330291.4161593346, 4166743.714573796, 2.173571484906811, 2.6554454740638334]"
21.98362135887146,"[330291.35888846696, 4166743.5048331926, 2.1799598620158123, 2.7148781320958184]"
22.1040301322937,"[330291.28374072065, 4166743.2843583534, 2.284532774989232, 2.7683675243246046]"
22.18735957145691,"[330291.2174176505, 4166743.0637025735, 2.306473715436619, 2.7906879188797693]"
22.28758144378662,"[330291.1510945796, 4166742.8430467937, 2.2908000785751685, 2.8095406039579163]"
22.388244152069092,"[330291.07549178874, 4166742.6003797203, 2.38578205207433, 2.854378053328605]"
22.48940944671631,"[330291.0091687112, 4166742.379723942, 2.358959516397007, 2.8900407744749037]"
22.594250917434692,"[330290.94261811546, 4166742.1479720445, 2.3622078655359693, 2.928689463688396]"
22.694522619247437,"[330290.8851197127, 4166741.9271353264, 2.3232014548893516, 2.961411370540019]"
22.79876971244812,"[330290.8101994553, 4166741.717756608, 2.3126186456050206, 2.966456833393262]"
22.895314693450928,"[330290.7612982176, 4166741.4856428304, 2.249306782099765, 2.9940728935028575]"
23.005658626556396,"[330290.69520263793, 4166741.276083173, 2.226154756525251, 2.9785036198618307]"
23.093220233917236,"[330290.63861428783, 4166741.0996309277, 1.946721603106104, 3.0103196314331315]"
23.195655822753906,"[330290.5913056487, 4166740.94518998, 1.6524527224704495, 3.0112645262517783]"
23.29825472831726,"[330290.5713811255, 4166740.8345906786, 1.212694520479086, 3.016675501380602]"
23.397833108901978,"[330290.5430869482, 4166740.746364558, 0.9688188685198075, 3.030166157391711]"
23.49600911140442,"[330290.52430000156, 4166740.69124585, 0.6489021497883946, 3.055153709550112]"
23.59949016571045,"[330290.5240724861, 4166740.680149731, 0.22749065914889782, 3.0779891470163787]"
23.694825410842896,"[330290.52430000156, 4166740.69124585, 0.03264965543462902, 3.0990522088120183]"
23.78390860557556,"[330290.52430000156, 4166740.69124585, 0.1396352391053204, 3.115499726089857]"
23.89924907684326,"[330290.5331246863, 4166740.6910649077, 0.05011985634456667, 3.1330816668583434]"
24.002299070358276,"[330290.52452751715, 4166740.702341968, 0.05514526271584894, 3.1477064946077555]"
24.094027757644653,"[330290.53335220175, 4166740.702161027, 0.03905124837953328, 3.1608056762285717]"
24.196653842926025,"[330290.53335220175, 4166740.702161027, 0.0396232255123179, 3.1743003621418096]"
24.29227566719055,"[330290.53335220175, 4166740.702161027, 0.050990195135927854, 3.1841124564004413]"
24.391268014907837,"[330290.5335797172, 4166740.7132571456, 0.030870698080866264, 3.1935272181003898]"
24.492412090301514,"[330290.5335797172, 4166740.7132571456, 0.027294688127912362, 3.2010890141540917]"
24.595022916793823,"[330290.5335797172, 4166740.7132571456, 0.012727922061357857, 3.2081876940411944]"
24.684690475463867,"[330290.53335220175, 4166740.702161027, 0.025612496949731396, 3.216145607909244]"
24.791199445724487,"[330290.53335220175, 4166740.702161027, 0.034438350715445126, 3.221846377273447]"
24.902912616729736,"[330290.53335220175, 4166740.702161027, 0.01, 3.2283327006422287]"
24.99027943611145,"[330290.53335220175, 4166740.702161027, 0.013601470508735445, 3.23289102259658]"
25.09756112098694,"[330290.53335220175, 4166740.702161027, 0.0261725046566048, 3.2389329347258577]"
25.19215965270996,"[330290.53335220175, 4166740.702161027, 0.03080584360149873, 3.24218080681928]"
25.29054570198059,"[330290.53335220175, 4166740.702161027, 0.008602325267042627, 3.24671455617274]"
25.390573740005493,"[330290.5424044018, 4166740.7130762036, 0.027856776554368242, 3.249317352633301]"
25.490370988845825,"[330290.53335220175, 4166740.702161027, 0.003, 3.2516672700413976]"
25.588997840881348,"[330290.53335220175, 4166740.702161027, 0.005, 3.2547217367678387]"
25.69148588180542,"[330290.53335220175, 4166740.702161027, 0.038483762809787714, 3.2562803093703083]"
25.791138172149658,"[330290.5335797172, 4166740.7132571456, 0.016401219466856725, 3.2586697861787055]"
25.89836096763611,"[330290.5335797172, 4166740.7132571456, 0.017804493814764857, 3.2600755521430678]"
25.99123978614807,"[330290.5335797172, 4166740.7132571456, 0.01526433752247375, 3.2618499821915514]"
26.095504999160767,"[330290.5335797172, 4166740.7132571456, 0.016643316977093238, 3.2632720679963003]"
26.19138526916504,"[330290.53335220175, 4166740.702161027, 0.015297058540778355, 3.2660074212824273]"
26.290882110595703,"[330290.5335797172, 4166740.7132571456, 0.007071067811865475, 3.2675460183650724]"
26.39133358001709,"[330290.53335220175, 4166740.702161027, 0.016155494421403512, 3.2687423650629714]"
26.4879310131073,"[330290.52452751715, 4166740.702341968, 0.010295630140987002, 3.2701824787436014]"
26.58973503112793,"[330290.52452751715, 4166740.702341968, 0.00848528137423857, 3.2704637603904514]"
26.68970251083374,"[330290.53335220175, 4166740.702161027, 0.015811388300841896, 3.271686854311821]"
26.795317888259888,"[330290.53335220175, 4166740.702161027, 0.00412310562561766, 3.271805121128491]"
26.902392625808716,"[330290.5335797172, 4166740.7132571456, 0.015556349186104044, 3.2733197944344554]"
26.99010157585144,"[330290.53335220175, 4166740.702161027, 0.02284731931759173, 3.2741273332209486]"
27.098973989486694,"[330290.52452751715, 4166740.702341968, 0.024041630560342614, 3.274169549163599]"
27.19047975540161,"[330290.5335797172, 4166740.7132571456, 0.010295630140987002, 3.274067185778876]"
27.29082226753235,"[330290.53335220175, 4166740.702161027, 0.013152946437965907, 3.2736780121665374]"
27.384381532669067,"[330290.53335220175, 4166740.702161027, 0.008602325267042627, 3.2739688319424305]"
27.49066972732544,"[330290.53335220175, 4166740.702161027, 0.007071067811865475, 3.2757563901367064]"
27.60350275039673,"[330290.53335220175, 4166740.702161027, 0.013601470508735445, 3.274359481084098]"
27.6885404586792,"[330290.53335220175, 4166740.702161027, 0.021095023109728987, 3.2750145399062225]"
